gameid,win1,win2,win3,win4,win5,lose1,lose2,lose3,lose4,lose5
5491662680,刀锋舞者,法外狂徒,正义巨像,复仇焰魂,幻翎,巨魔之王,盲僧,暮光星灵,惩戒之箭,曙光女神
5491633952,法外狂徒,时间刺客,元素女皇,涤魂圣枪,不屈之枪,灵罗娃娃,德邦总管,诡术妖姬,圣枪游侠,唤潮鲛姬
5491448278,解脱者,元素女皇,时间刺客,暗夜猎手,仙灵女巫,熔岩巨兽,披甲龙龟,影流之主,圣枪游侠,唤潮鲛姬
5491420286,青钢影,狂野女猎手,封魔剑魂,麦林炮手,唤潮鲛姬,刀锋之影,盲僧,诡术妖姬,探险家,星界游神
5490993896,荒漠屠夫,元素女皇,解脱者,赏金猎人,唤潮鲛姬,暮光之眼,盲僧,魔蛇之拥,探险家,星界游神
5490326682,不灭狂雷,虚空掠夺者,虚空行者,戏命师,光辉女郎,灵罗娃娃,北地之怒,蛮族之王,圣枪游侠,唤潮鲛姬
5490271694,不屈之枪,德玛西亚皇子,解脱者,麦林炮手,荆棘之兴,影流之镰,狂野女猎手,影流之主,赏金猎人,曙光女神
5490194426,暗裔剑魔,盲僧,熔岩巨兽,暗夜猎手,天启者,荒漠屠夫,德玛西亚皇子,解脱者,圣枪游侠,唤潮鲛姬
5489002694,圣锤之毅,时间刺客,星籁歌姬,赏金猎人,曙光女神,荒漠屠夫,狂野女猎手,诡术妖姬,荣耀行刑官,殇之木乃伊
5488476780,未来守护者,时间刺客,封魔剑魂,圣枪游侠,唤潮鲛姬,暗裔剑魔,影流之主,冰晶凤凰,探险家,琴瑟仙女
5488332513,青钢影,岩雀,刀锋舞者,爆破鬼才,牛头酋长,盲僧,皎月女神,元素女皇,荣耀行刑官,唤潮鲛姬
5486610227,放逐之刃,盲僧,卡牌大师,荣耀行刑官,天启者,刀锋舞者,狂野女猎手,封魔剑魂,圣枪游侠,唤潮鲛姬
5485909418,海洋之灾,德邦总管,解脱者,残月之肃,殇之木乃伊,圣锤之毅,刀锋之影,暮光星灵,探险家,星界游神
5506001505,青钢影,元素女皇,麦林炮手,残月之肃,魂锁典狱长,暗裔剑魔,影流之主,魔蛇之拥,圣枪游侠,魔法猫咪
5505563852,众星之子,刀锋之影,诡术妖姬,武器大师,血港鬼影,灵罗娃娃,盲僧,虚空行者,赏金猎人,幻翎
5504849135,大发明家,恶魔小丑,影流之主,圣枪游侠,幻翎,刀锋舞者,岩雀,破败之王,荣耀行刑官,曙光女神
5504558429,无双剑姬,皎月女神,影流之主,荣耀行刑官,腕豪,法外狂徒,含羞蓓蕾,解脱者,赏金猎人,深海泰坦
5504519276,灵罗娃娃,元素女皇,法外狂徒,荣耀行刑官,曙光女神,刀锋舞者,含羞蓓蕾,影流之主,爆破鬼才,弗雷尔卓德之心
5504521436,放逐之刃,盲僧,卡牌大师,圣枪游侠,涤魂圣枪,诺克萨斯之手,法外狂徒,愁云使者,探险家,星界游神
5504417612,武器大师,盲僧,解脱者,圣枪游侠,唤潮鲛姬,法外狂徒,刀锋之影,卡牌大师,赏金猎人,涤魂圣枪
5504353197,暗裔剑魔,刀锋之影,暗黑元首,圣枪游侠,唤潮鲛姬,法外狂徒,影流之镰,虚空行者,赏金猎人,深海泰坦
5504335895,武器大师,披甲龙龟,愁云使者,虚空之女,正义巨像,法外狂徒,死亡颂唱者,魔蛇之拥,暗夜猎手,弗雷尔卓德之心
5504253340,法外狂徒,龙血武姬,影流之主,圣枪游侠,魔法猫咪,狂暴之心,元素女皇,暮光星灵,残月之肃,曙光女神
5504168631,灵罗娃娃,破败之王,发条魔灵,虚空之女,深海泰坦,解脱者,死亡颂唱者,疾风剑豪,圣枪游侠,魔法猫咪
5503017908,青钢影,盲僧,解脱者,赏金猎人,曙光女神,暴怒骑士,元素女皇,时间刺客,探险家,仙灵女巫
5503011655,暗裔剑魔,盲僧,魔蛇之拥,虚空之女,仙灵女巫,暗黑元首,刀锋之影,虚空先知,圣枪游侠,天启者
5502878512,法外狂徒,德玛西亚皇子,机械先驱,探险家,曙光女神,未来守护者,战争之影,愁云使者,赏金猎人,风暴之怒
5502167046,刀锋舞者,法外狂徒,虚空行者,赏金猎人,深海泰坦,青钢影,盲僧,暗黑元首,圣枪游侠,复仇焰魂
5502183637,法外狂徒,元素女皇,解脱者,麦林炮手,镕铁少女,青钢影,永猎双子,暗黑元首,圣枪游侠,魔法猫咪
5502029891,诺克萨斯之手,法外狂徒,刀锋舞者,爆破鬼才,涤魂圣枪,圣锤之毅,岩雀,虚空先知,圣枪游侠,唤潮鲛姬
5502083220,暗裔剑魔,盲僧,符文法师,赏金猎人,魔法猫咪,海洋之灾,刀锋之影,暮光星灵,暴走萝莉,众星之子
5501918153,暗裔剑魔,北地之怒,疾风剑豪,探险家,正义巨像,封魔剑魂,战争之影,皎月女神,赏金猎人,仙灵女巫
5501941488,无双剑姬,盲僧,虚空先知,残月之肃,曙光女神,放逐之刃,元素女皇,暮光星灵,赏金猎人,腕豪
5501738935,圣锤之毅,法外狂徒,解脱者,探险家,天启者,无双剑姬,时间刺客,冰晶凤凰,赏金猎人,曙光女神
5501744171,青钢影,翠神,疾风剑豪,远古巫灵,牛头酋长,武器大师,时间刺客,元素女皇,残月之肃,魂锁典狱长
5501265113,法外狂徒,痛苦之拥,封魔剑魂,赏金猎人,曙光女神,蛮族之王,时间刺客,狂暴之心,圣枪游侠,唤潮鲛姬
5501184402,刀锋舞者,德邦总管,蛮族之王,爆破鬼才,幻翎,影流之主,元素女皇,九尾妖狐,赏金猎人,殇之木乃伊
5500921600,武器大师,刀锋之影,铸星龙王,暗夜猎手,星界游神,放逐之刃,狂野女猎手,刀锋舞者,探险家,瓦洛兰之盾
5500788520,封魔剑魂,雪原双子,蛮族之王,死亡颂唱者,幻翎,放逐之刃,含羞蓓蕾,元素女皇,圣枪游侠,瓦洛兰之盾
5500813282,放逐之刃,盲僧,冰晶凤凰,探险家,仙灵女巫,青钢影,德邦总管,爆破鬼才,麦林炮手,曙光女神
5500776959,天启者,元素女皇,封魔剑魂,戏命师,曙光女神,影哨,德玛西亚皇子,冰晶凤凰,圣枪游侠,堕落天使
5500712751,离群之刺,刀锋之影,影流之主,圣枪游侠,唤潮鲛姬,刀锋舞者,盲僧,岩雀,虚空之女,曙光女神
5499992286,解脱者,恶魔小丑,影流之镰,荣耀行刑官,德玛西亚皇子,腕豪,元素女皇,愁云使者,寒冰射手,曙光女神
5499312012,暗裔剑魔,刀锋之影,蛮族之王,死亡颂唱者,血港鬼影,离群之刺,元素女皇,酒桶,残月之肃,镕铁少女
5499118622,刀锋舞者,圣锤之毅,解脱者,探险家,镕铁少女,腕豪,德玛西亚皇子,黑暗之女,封魔剑魂,幻翎
5499106027,灵罗娃娃,影流之主,蛮族之王,逆羽,血港鬼影,荒漠屠夫,狂野女猎手,符文法师,赏金猎人,魔法猫咪
5499090473,法外狂徒,酒桶,圣枪游侠,探险家,幻翎,封魔剑魂,盲僧,解脱者,邪恶小法师,深海泰坦
5498500202,腕豪,翠神,时间刺客,赏金猎人,殇之木乃伊,诺克萨斯之手,永猎双子,众星之子,死亡颂唱者,牛头酋长
5498464675,放逐之刃,皎月女神,魔蛇之拥,赏金猎人,镕铁少女,无畏战车,元素女皇,诡术妖姬,戏命师,曙光女神
5498369470,离群之刺,破败之王,封魔剑魂,暗夜猎手,曙光女神,诡术妖姬,盲僧,暮光之眼,麦林炮手,瓦洛兰之盾
5494724231,无双剑姬,德邦总管,解脱者,涤魂圣枪,星界游神,青钢影,元素女皇,正义巨像,圣枪游侠,唤潮鲛姬
5494638268,青钢影,破败之王,正义巨像,涤魂圣枪,曙光女神,刀锋舞者,时间刺客,法外狂徒,残月之肃,魂锁典狱长
5494043410,暗裔剑魔,法外狂徒,皎月女神,赏金猎人,牛头酋长,沙漠死神,元素女皇,符文法师,探险家,唤潮鲛姬
5492334125,永恒梦魇,岩雀,疾风剑豪,圣枪游侠,唤潮鲛姬,暗裔剑魔,时间刺客,麦林炮手,寒冰射手,涤魂圣枪
5492263757,天启者,虚空掠夺者,蛮族之王,圣枪游侠,殇之木乃伊,暗裔剑魔,封魔剑魂,武器大师,星籁歌姬,幻翎
5491680976,蛮族之王,法外狂徒,潮汐海灵,探险家,魔法猫咪,圣锤之毅,元素女皇,卡牌大师,圣枪游侠,幻翎
5491544141,齐天大圣,永猎双子,仙灵女巫,圣枪游侠,星界游神,未来守护者,机械公敌,影流之主,探险家,唤潮鲛姬
5491467095,圣锤之毅,时间刺客,符文法师,暴走萝莉,魂锁典狱长,法外狂徒,盲僧,暗黑元首,荣耀行刑官,蒸汽机器人
5491009982,青钢影,刀锋之影,解脱者,残月之肃,仙灵女巫,无双剑姬,破败之王,诡术妖姬,探险家,星界游神
5490431241,青钢影,虚空掠夺者,暗黑元首,圣枪游侠,唤潮鲛姬,腕豪,岩雀,法外狂徒,残月之肃,深海泰坦
5489320483,无双剑姬,元素女皇,暗黑元首,探险家,镕铁少女,武器大师,德邦总管,诡术妖姬,麦林炮手,曙光女神
5489292968,刀锋舞者,法外狂徒,岩雀,惩戒之箭,殇之木乃伊,蛮族之王,盲僧,解脱者,星籁歌姬,众星之子
5487971309,河流之王,战争之影,不屈之枪,逆羽,幻翎,狂暴之心,刀锋之影,解脱者,圣枪游侠,唤潮鲛姬
5487843797,圣锤之毅,刀锋之影,岩雀,赏金猎人,星籁歌姬,法外狂徒,影流之主,符文法师,暴走萝莉,魂锁典狱长
5506536124,无双剑姬,影流之主,诡术妖姬,赏金猎人,幻翎,腕豪,盲僧,解脱者,圣枪游侠,唤潮鲛姬
5506534025,法外狂徒,盲僧,诡术妖姬,探险家,魔法猫咪,刀锋舞者,影流之镰,虚空之眼,圣枪游侠,曙光女神
5506393615,无双剑姬,皎月女神,未来守护者,残月之肃,魔法猫咪,法外狂徒,破败之王,暮光星灵,爆破鬼才,曙光女神
5506249375,刀锋舞者,酒桶,法外狂徒,荣耀行刑官,深海泰坦,武器大师,盲僧,疾风剑豪,死亡颂唱者,魔法猫咪
5505984206,暮光之眼,酒桶,疾风剑豪,赏金猎人,星界游神,解脱者,元素女皇,法外狂徒,虚空之女,魔法猫咪
5505950490,迷失之牙,盲僧,解脱者,赏金猎人,唤潮鲛姬,暴怒骑士,雪原双子,影流之主,探险家,复仇焰魂
5505826224,暴怒骑士,影流之主,解脱者,探险家,曙光女神,暗裔剑魔,法外狂徒,卡牌大师,瘟疫之源,仙灵女巫
5505046591,青钢影,盲僧,发条魔灵,圣枪游侠,复仇焰魂,无双剑姬,酒桶,疾风剑豪,复仇之矛,镕铁少女
5504965963,暴怒骑士,雪原双子,影流之主,圣枪游侠,唤潮鲛姬,暗裔剑魔,法外狂徒,猩红收割者,残月之肃,仙灵女巫
5504974348,圣锤之毅,盲僧,岩雀,赏金猎人,幻翎,暗裔剑魔,含羞蓓蕾,狂暴之心,残月之肃,众星之子
5504970677,腕豪,影流之镰,解脱者,赏金猎人,魔法猫咪,迷失之牙,盲僧,沙漠皇帝,疾风剑豪,魂锁典狱长
5504855727,放逐之刃,水晶先锋,魔蛇之拥,虚空之女,深海泰坦,未来守护者,影流之主,解脱者,圣枪游侠,幻翎
5504910711,迅捷斥候,影流之镰,炼金术士,圣枪游侠,唤潮鲛姬,腕豪,盲僧,解脱者,残月之肃,众星之子
5504758506,法外狂徒,盲僧,解脱者,荣耀行刑官,唤潮鲛姬,无双剑姬,破败之王,离群之刺,死亡颂唱者,正义巨像
5504801083,法外狂徒,含羞蓓蕾,蛮族之王,圣枪游侠,唤潮鲛姬,刀锋舞者,酒桶,天启者,探险家,曙光女神
5504732046,正义天使,破败之王,卡牌大师,逆羽,涤魂圣枪,武器大师,元素女皇,远古巫灵,赏金猎人,曙光女神
5504132417,无双剑姬,雪原双子,卡牌大师,赏金猎人,幻翎,暗裔剑魔,盲僧,天启者,圣枪游侠,唤潮鲛姬
5504016094,含羞蓓蕾,永恒梦魇,符文法师,暴走萝莉,幻翎,圣锤之毅,德玛西亚皇子,天启者,荣耀行刑官,正义巨像
5503723938,法外狂徒,圣锤之毅,愁云使者,圣枪游侠,唤潮鲛姬,无畏战车,元素女皇,卡牌大师,复仇之矛,镕铁少女
5503358869,青钢影,盲僧,卡牌大师,赏金猎人,风暴之怒,蛮族之王,恶魔小丑,暗黑元首,探险家,魔法猫咪
5503363282,暗裔剑魔,狂野女猎手,卡牌大师,残月之肃,风暴之怒,蛮族之王,元素女皇,解脱者,死亡颂唱者,星界游神
5503264964,无畏战车,刀锋之影,暗黑元首,探险家,众星之子,放逐之刃,元素女皇,机械先驱,赏金猎人,仙灵女巫
5503189965,封魔剑魂,生化魔人,麦林炮手,圣枪游侠,仙灵女巫,铁铠冥魂,德玛西亚皇子,影流之主,赏金猎人,弗雷尔卓德之心
5503213519,封魔剑魂,时间刺客,影流之主,死亡颂唱者,殇之木乃伊,暮光之眼,破败之王,猩红收割者,探险家,血港鬼影
5502420541,腕豪,圣锤之毅,暮光星灵,沙漠玫瑰,幻翎,正义天使,元素女皇,沙漠皇帝,探险家,风暴之怒
5502175705,法外狂徒,雪原双子,元素女皇,疾风剑豪,酒桶,铁铠冥魂,远古恐惧,腕豪,圣枪游侠,弗雷尔卓德之心
5502171342,暮光之眼,德玛西亚皇子,解脱者,圣枪游侠,众星之子,灵罗娃娃,盲僧,酒桶,赏金猎人,殇之木乃伊
5500935026,法外狂徒,元素女皇,诡术妖姬,荣耀行刑官,牛头酋长,青钢影,酒桶,蛮族之王,圣枪游侠,唤潮鲛姬
5500851095,沙漠死神,元素女皇,解脱者,荣耀行刑官,魔法猫咪,武器大师,虚空遁地兽,愁云使者,探险家,唤潮鲛姬
5499240705,刀锋舞者,虚空掠夺者,暗黑元首,圣枪游侠,瓦洛兰之盾,腕豪,盲僧,猩红收割者,探险家,星籁歌姬
5498775562,青钢影,皎月女神,疾风剑豪,赏金猎人,殇之木乃伊,离群之刺,德邦总管,封魔剑魂,虚空之女,风暴之怒
5498659801,封魔剑魂,皎月女神,沙漠皇帝,复仇之矛,酒桶,青钢影,元素女皇,离群之刺,荣耀行刑官,腕豪
5498077153,青钢影,岩雀,封魔剑魂,戏命师,正义巨像,圣锤之毅,法外狂徒,暗黑元首,赏金猎人,星界游神
5498091702,解脱者,皎月女神,刀锋舞者,戏命师,风暴之怒,熔岩巨兽,德玛西亚皇子,魔蛇之拥,赏金猎人,幻翎
5497816644,荒漠屠夫,刀锋之影,虚空行者,虚空之女,瓦洛兰之盾,诺克萨斯之手,影流之主,符文法师,圣枪游侠,堕落天使
5497783682,河流之王,岩雀,腕豪,荣耀行刑官,殇之木乃伊,未来守护者,痛苦之拥,刀锋舞者,圣枪游侠,镕铁少女
5497517322,影哨,刀锋之影,卡牌大师,探险家,唤潮鲛姬,不屈之枪,痛苦之拥,封魔剑魂,圣枪游侠,深海泰坦
5497473551,疾风剑豪,岩雀,封魔剑魂,赏金猎人,深海泰坦,青钢影,影流之主,远古巫灵,圣枪游侠,弗雷尔卓德之心
5496412859,海洋之灾,虚空掠夺者,正义巨像,逆羽,幻翎,无双剑姬,狂野女猎手,封魔剑魂,荣耀行刑官,殇之木乃伊
5496411166,封魔剑魂,时间刺客,魔蛇之拥,圣枪游侠,幻翎,无双剑姬,披甲龙龟,疾风剑豪,瘟疫之源,星界游神
5496192386,酒桶,德邦总管,黑暗之女,赏金猎人,唤潮鲛姬,海洋之灾,元素女皇,九尾妖狐,邪恶小法师,幻翎
5496150256,刀锋舞者,狂野女猎手,正义巨像,圣枪游侠,唤潮鲛姬,迷失之牙,元素女皇,黑暗之女,赏金猎人,深海泰坦
5496078674,封魔剑魂,狂野女猎手,离群之刺,圣枪游侠,唤潮鲛姬,暗裔剑魔,生化魔人,疾风剑豪,探险家,殇之木乃伊
5495641156,法外狂徒,元素女皇,不祥之刃,圣枪游侠,魔法猫咪,青钢影,盲僧,解脱者,探险家,唤潮鲛姬
5495507927,刀锋舞者,含羞蓓蕾,封魔剑魂,万花通灵,魔法猫咪,腕豪,圣锤之毅,解脱者,疾风剑豪,弗雷尔卓德之心
5495252814,刀锋舞者,痛苦之拥,元素女皇,圣枪游侠,魔法猫咪,未来守护者,刀锋之影,卡牌大师,涤魂圣枪,殇之木乃伊
5495200733,狂暴之心,兽灵行者,封魔剑魂,荣耀行刑官,幻翎,未来守护者,盲僧,疾风剑豪,复仇焰魂,荆棘之兴
5494950132,青钢影,皎月女神,疾风剑豪,探险家,魔法猫咪,刀锋舞者,狂野女猎手,腕豪,虚空之女,镕铁少女
5494918848,诺克萨斯之手,皎月女神,疾风剑豪,赏金猎人,酒桶,腕豪,痛苦之拥,邪恶小法师,盲僧,幻翎
5494663505,无畏战车,虚空遁地兽,虚空行者,远古巫灵,众星之子,青钢影,法外狂徒,解脱者,赏金猎人,星界游神
5494644316,灵罗娃娃,法外狂徒,符文法师,赏金猎人,唤潮鲛姬,刀锋舞者,时间刺客,未来守护者,探险家,魔法猫咪
5494478353,封魔剑魂,法外狂徒,诡术妖姬,戏命师,殇之木乃伊,暗裔剑魔,痛苦之拥,影流之主,赏金猎人,唤潮鲛姬
5494551822,法外狂徒,皎月女神,符文法师,疾风剑豪,魔法猫咪,暗裔剑魔,远古恐惧,封魔剑魂,探险家,天启者
5494022758,疾风剑豪,战争之影,卡牌大师,法外狂徒,深海泰坦,暗裔剑魔,狂战士,虚空先知,探险家,魂锁典狱长
5493404685,武器大师,盲僧,铸星龙王,赏金猎人,殇之木乃伊,灵罗娃娃,德玛西亚皇子,封魔剑魂,荣耀行刑官,血港鬼影
5493451076,法外狂徒,元素女皇,诡术妖姬,残月之肃,仙灵女巫,刀锋舞者,圣锤之毅,正义巨像,荣耀行刑官,弗雷尔卓德之心
5493396786,青钢影,圣锤之毅,诡术妖姬,虚空之女,不屈之枪,暮光之眼,盲僧,符文法师,探险家,魔法猫咪
5492738919,暗裔剑魔,元素女皇,魔蛇之拥,探险家,曙光女神,圣锤之毅,岩雀,解脱者,赏金猎人,星界游神
5492733052,圣锤之毅,岩雀,疾风剑豪,荣耀行刑官,蒸汽机器人,青钢影,蜘蛛女皇,封魔剑魂,暴走萝莉,魂锁典狱长
5492324342,机械公敌,岩雀,影流之主,赏金猎人,殇之木乃伊,巨魔之王,盲僧,解脱者,圣枪游侠,幻翎
5492241872,迷失之牙,岩雀,刀锋舞者,探险家,解脱者,山隐之焰,狂野女猎手,元素女皇,寒冰射手,牛头酋长
5491976242,刀锋舞者,元素女皇,卡牌大师,寒冰射手,涤魂圣枪,荒漠屠夫,狂野女猎手,封魔剑魂,荣耀行刑官,天启者
5492003426,法外狂徒,德玛西亚皇子,虚空行者,暴走萝莉,涤魂圣枪,狂暴之心,元素女皇,麦林炮手,荣耀行刑官,殇之木乃伊
5491813320,青钢影,元素女皇,暮光星灵,麦林炮手,血港鬼影,武器大师,死亡颂唱者,刀锋舞者,复仇之矛,幻翎
5491737179,青钢影,死亡颂唱者,元素女皇,圣枪游侠,腕豪,灵罗娃娃,刀锋之影,卡牌大师,沙漠玫瑰,殇之木乃伊
5491684442,青钢影,影流之主,卡牌大师,死亡颂唱者,瘟疫之源,时光守护者,盲僧,沙漠皇帝,圣枪游侠,魔法猫咪
5491567504,符文法师,法外狂徒,天启者,赏金猎人,唤潮鲛姬,迅捷斥候,战争之影,封魔剑魂,圣枪游侠,星界游神
5491542061,蛮族之王,圣锤之毅,符文法师,戏命师,唤潮鲛姬,巨魔之王,盲僧,远古巫灵,圣枪游侠,殇之木乃伊
5491484336,刀锋舞者,德玛西亚皇子,疾风剑豪,死亡颂唱者,殇之木乃伊,暗裔剑魔,元素女皇,卡牌大师,探险家,曙光女神
5490972196,放逐之刃,德邦总管,解脱者,探险家,血港鬼影,圣锤之毅,狂战士,魔蛇之拥,荣耀行刑官,唤潮鲛姬
5490877781,法外狂徒,时间刺客,刀锋舞者,荣耀行刑官,镕铁少女,圣锤之毅,盲僧,发条魔灵,逆羽,幻翎
5490741667,影流之镰,岩雀,麦林炮手,圣枪游侠,殇之木乃伊,青钢影,时间刺客,封魔剑魂,赏金猎人,唤潮鲛姬
5490524817,圣锤之毅,元素女皇,解脱者,荣耀行刑官,唤潮鲛姬,无畏战车,时间刺客,影流之主,探险家,仙灵女巫
5490473102,狂暴之心,盲僧,解脱者,寒冰射手,殇之木乃伊,圣锤之毅,破败之王,时间刺客,复仇之矛,血港鬼影
5490206749,蛮族之王,圣锤之毅,符文法师,疾风剑豪,深海泰坦,暗裔剑魔,傲之追猎者,解脱者,圣枪游侠,弗雷尔卓德之心
5490139362,狂暴之心,傲之追猎者,诡术妖姬,圣枪游侠,唤潮鲛姬,无双剑姬,岩雀,暗黑元首,探险家,河流之王
5489256319,刀锋舞者,岩雀,诡术妖姬,逆羽,幻翎,暴怒骑士,痛苦之拥,解脱者,荣耀行刑官,瓦洛兰之盾
5488886649,圣锤之毅,德邦总管,发条魔灵,赏金猎人,魔法猫咪,无双剑姬,德玛西亚皇子,诡术妖姬,戏命师,星界游神
5488740827,诺克萨斯之手,虚空掠夺者,疾风剑豪,惩戒之箭,仙灵女巫,祖安狂人,影流之主,符文法师,戏命师,瘟疫之源
5488629266,圣锤之毅,盲僧,解脱者,圣枪游侠,幻翎,暗裔剑魔,痛苦之拥,卡牌大师,虚空之女,殇之木乃伊
5488607953,青钢影,皎月女神,疾风剑豪,圣枪游侠,唤潮鲛姬,无双剑姬,影流之主,封魔剑魂,远古巫灵,魔法猫咪
5488672690,盲僧,岩雀,蛮族之王,探险家,星界游神,圣锤之毅,痛苦之拥,沙漠死神,圣枪游侠,唤潮鲛姬
5488485053,放逐之刃,岩雀,熔岩巨兽,圣枪游侠,唤潮鲛姬,河流之王,披甲龙龟,封魔剑魂,探险家,死亡颂唱者
5488397908,熔岩巨兽,时间刺客,疾风剑豪,惩戒之箭,涤魂圣枪,无双剑姬,盲僧,正义巨像,瘟疫之源,仙灵女巫
5488430658,放逐之刃,狂野女猎手,不祥之刃,暴走萝莉,仙灵女巫,熔岩巨兽,痛苦之拥,影流之主,残月之肃,众星之子
5488320891,不灭狂雷,岩雀,熔岩巨兽,疾风剑豪,幻翎,圣锤之毅,影流之主,虚空先知,圣枪游侠,魂锁典狱长
5488274757,青钢影,刀锋之影,冰晶凤凰,圣枪游侠,唤潮鲛姬,无双剑姬,殇之木乃伊,猩红收割者,探险家,众星之子
5488212391,暮光之眼,刀锋之影,卡牌大师,戏命师,星界游神,暗裔剑魔,法外狂徒,符文法师,圣枪游侠,弗雷尔卓德之心
5487495186,暗裔剑魔,狂野女猎手,封魔剑魂,赏金猎人,殇之木乃伊,铁铠冥魂,齐天大圣,刀锋舞者,圣枪游侠,唤潮鲛姬
5487479924,暗裔剑魔,狂野女猎手,法外狂徒,圣枪游侠,唤潮鲛姬,武器大师,痛苦之拥,元素女皇,惩戒之箭,涤魂圣枪
5487249229,魔蛇之拥,暮光之眼,蛮族之王,荣耀行刑官,殇之木乃伊,诺克萨斯之手,刀锋之影,卡牌大师,爆破鬼才,弗雷尔卓德之心
5487245718,荒漠屠夫,岩雀,刀锋舞者,赏金猎人,风暴之怒,圣锤之毅,时间刺客,腕豪,戏命师,曙光女神
5487222309,武器大师,酒桶,疾风剑豪,死亡颂唱者,殇之木乃伊,暗裔剑魔,影流之主,解脱者,探险家,星界游神
5487147066,青钢影,傲之追猎者,暗黑元首,戏命师,血港鬼影,诺克萨斯之手,盲僧,虚空先知,圣枪游侠,时光守护者
5487150894,青钢影,盲僧,诡术妖姬,暴走萝莉,星界游神,暗裔剑魔,皎月女神,疾风剑豪,大发明家,星籁歌姬
5487034492,腕豪,刀锋之影,魔蛇之拥,残月之肃,镕铁少女,傲之追猎者,盲僧,符文法师,圣枪游侠,风暴之怒
5486819903,青钢影,狂野女猎手,封魔剑魂,暗黑元首,殇之木乃伊,傲之追猎者,时间刺客,盲僧,圣枪游侠,曙光女神
5486785921,傲之追猎者,圣锤之毅,愁云使者,虚空之女,众星之子,沙漠死神,盲僧,虚空之眼,探险家,风暴之怒
5485855743,铁铠冥魂,元素女皇,刀锋舞者,荣耀行刑官,唤潮鲛姬,青钢影,灵罗娃娃,离群之刺,赏金猎人,天启者
5485823384,腕豪,法外狂徒,符文法师,戏命师,大发明家,迷失之牙,时间刺客,齐天大圣,麦林炮手,魔法猫咪
5485779644,未来守护者,盲僧,符文法师,戏命师,牛头酋长,狂暴之心,德邦总管,诡术妖姬,圣枪游侠,唤潮鲛姬
5485622090,迷失之牙,时间刺客,机械公敌,探险家,镕铁少女,腕豪,狂野女猎手,解脱者,赏金猎人,星界游神
5485588598,青钢影,时间刺客,蛮族之王,圣枪游侠,风暴之怒,腕豪,刀锋之影,正义天使,逆羽,星界游神
5485606406,诺克萨斯之手,德玛西亚皇子,解脱者,死亡颂唱者,殇之木乃伊,德玛西亚之翼,德邦总管,正义天使,荣耀行刑官,时光守护者
5485574142,放逐之刃,时间刺客,暮光星灵,赏金猎人,幻翎,魔蛇之拥,永猎双子,蛮族之王,荣耀行刑官,魂锁典狱长
5485590716,圣锤之毅,时间刺客,荒漠屠夫,虚空之女,殇之木乃伊,诺克萨斯之手,龙血武姬,元素女皇,赏金猎人,涤魂圣枪
5485497529,青钢影,不灭狂雷,冰霜女巫,荣耀行刑官,殇之木乃伊,荒漠屠夫,盲僧,诡术妖姬,探险家,弗雷尔卓德之心
5485424027,疾风剑豪,皎月女神,解脱者,惩戒之箭,天启者,武器大师,元素女皇,符文法师,河流之王,涤魂圣枪
5485359694,无双剑姬,时间刺客,蛮族之王,圣枪游侠,唤潮鲛姬,迷失之牙,元素女皇,英勇投弹手,虚空之女,深海泰坦
5485363380,无双剑姬,恶魔小丑,腕豪,爆破鬼才,殇之木乃伊,刀锋舞者,刀锋之影,铁铠冥魂,赏金猎人,正义巨像
5485249516,暮光之眼,影流之主,解脱者,复仇之矛,殇之木乃伊,刀锋舞者,酒桶,疾风剑豪,爆破鬼才,邪恶小法师
5506405092,法外狂徒,时间刺客,圣锤之毅,暴走萝莉,魂锁典狱长,青钢影,盲僧,卡牌大师,探险家,天启者
5506319437,影流之镰,含羞蓓蕾,刀锋舞者,赏金猎人,蒸汽机器人,盲僧,蜘蛛女皇,影哨,复仇之矛,魂锁典狱长
5506265074,未来守护者,刀锋之影,九尾妖狐,残月之肃,仙灵女巫,法外狂徒,含羞蓓蕾,魔蛇之拥,圣枪游侠,唤潮鲛姬
5506147262,法外狂徒,刀锋之影,解脱者,探险家,风暴之怒,封魔剑魂,含羞蓓蕾,卡牌大师,涤魂圣枪,众星之子
5505765731,法外狂徒,痛苦之拥,影哨,荣耀行刑官,幻翎,德玛西亚之力,元素女皇,暗黑元首,戏命师,曙光女神
5505407732,机械公敌,法外狂徒,刀锋舞者,赏金猎人,圣锤之毅,未来守护者,影流之镰,暮光星灵,暴走萝莉,复仇焰魂
5504989187,蛮族之王,含羞蓓蕾,刀锋舞者,戏命师,天启者,未来守护者,时间刺客,影流之主,爆破鬼才,星界游神
5505007208,法外狂徒,盲僧,符文法师,死亡颂唱者,风暴之怒,大发明家,破败之王,影流之主,麦林炮手,瓦洛兰之盾
5504994532,离群之刺,刀锋之影,炼金术士,虚空之女,血港鬼影,法外狂徒,破败之王,诡术妖姬,赏金猎人,曙光女神
5504990937,法外狂徒,刀锋之影,探险家,黑暗之女,魔法猫咪,机械公敌,盲僧,疾风剑豪,圣枪游侠,星界游神
5504887905,灵罗娃娃,德邦总管,炼金术士,圣枪游侠,幻翎,无双剑姬,刀锋之影,诡术妖姬,荣耀行刑官,镕铁少女
5504769427,法外狂徒,岩雀,影哨,荣耀行刑官,镕铁少女,圣锤之毅,盲僧,卡牌大师,探险家,唤潮鲛姬
